sample_id,dialogue_id,utterance_id,speaker,utterance,context,gold_label,prompt_type,input_condition,model_name,custom_id,raw_output,confidence,reason,is_demo,free_emotions,free_emotions_norm,mapped_label,mapping_method,mapping_confidence,mapping_reason,is_correct
S0217,614,18,Rachel,Yes! Great! Give me those cigs! Give it! Give it!,"Rachel: We can get--what are those--those patches! Rachel: We could be like the Patch Sisters! Kim: Oh y'know, we really should quit. Okay, let's quit!",joy,perturbation,text + context,qwen-vl-plus,perturbation:S0217:text_plus_context,"{\n  ""free_emotions"": [""eager"", ""enthusiastic""],\n  ""confidence"": 0.9,\n  ""reason"": ""Rachel's use of exclamations like 'Yes! Great!' and repeated phrases like 'Give it! Give it!' indicates high enthusiasm and eagerness.""\n}",0.9,Rachel's use of exclamations like 'Yes! Great!' and repeated phrases like 'Give it! Give it!' indicates high enthusiasm and eagerness.,false,eager|enthusiastic,eager|enthusiastic,joy,llm_mapping_fallback,0.95,"The utterance expresses high enthusiasm and eagerness, which aligns closely with the emotion of joy.",true
S0217,614,18,Rachel,Yes! Great! Give me those cigs! Give it! Give it!,"Rachel: We can get--what are those--those patches! Rachel: We could be like the Patch Sisters! Kim: Oh y'know, we really should quit. Okay, let's quit!",joy,perturbation,text-only,qwen-vl-plus,perturbation:S0217:text_only,"{\n  ""free_emotions"": [""eager"", ""impatient"", ""excited""],\n  ""confidence"": 0.9,\n  ""reason"": ""The speaker's use of emphatic words like 'Great!' and repetitive phrases such as 'Give it! Give it!' suggests a high level of eagerness and impatience, likely mixed with excitement.""\n}",0.9,"The speaker's use of emphatic words like 'Great!' and repetitive phrases such as 'Give it! Give it!' suggests a high level of eagerness and impatience, likely mixed with excitement.",false,eager|impatient|excited,eager|impatient|excited,anger,hybrid_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0218,615,12,Chandler,"I mean, what the hell is that thing?","Chandler: Like Joey's constant knuckle-cracking isn't annoying? Chandler: And Ross, with his over-pronouncing every single word? Chandler: And Monica, with that snort when she laughs?",disgust,perturbation,text-only,qwen-vl-plus,perturbation:S0218:text_only,"{\n  ""free_emotions"": [""confusion"", ""disgust""],\n  ""confidence"": 0.8,\n  ""reason"": ""The use of 'what the hell' and the questioning tone suggest confusion, while the phrasing implies a negative reaction, indicating disgust.""\n}",0.8,"The use of 'what the hell' and the questioning tone suggest confusion, while the phrasing implies a negative reaction, indicating disgust.",false,confusion|disgust,confusion|disgust,surprise,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0218,615,12,Chandler,"I mean, what the hell is that thing?","Chandler: Like Joey's constant knuckle-cracking isn't annoying? Chandler: And Ross, with his over-pronouncing every single word? Chandler: And Monica, with that snort when she laughs?",disgust,perturbation,text + context + image,qwen-vl-plus,perturbation:S0218:text_plus_context_plus_image,"{\n  ""free_emotions"": [""confusion"", ""frustration""],\n  ""confidence"": 0.85,\n  ""reason"": ""Chandler's facial expression and hand gesture, combined with his questioning tone in the utterance, suggest he is both confused by something unexpected and frustrated by the situation.""\n}",0.85,"Chandler's facial expression and hand gesture, combined with his questioning tone in the utterance, suggest he is both confused by something unexpected and frustrated by the situation.",false,confusion|frustration,confusion|frustration,surprise,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0218,615,12,Chandler,"I mean, what the hell is that thing?","Chandler: Like Joey's constant knuckle-cracking isn't annoying? Chandler: And Ross, with his over-pronouncing every single word? Chandler: And Monica, with that snort when she laughs?",disgust,perturbation,text + context,qwen-vl-plus,perturbation:S0218:text_plus_context,"{\n  ""free_emotions"": [""confusion"", ""annoyance""],\n  ""confidence"": 0.85,\n  ""reason"": ""Chandler's question 'what the hell is that thing?' suggests confusion, while his prior complaints about others' habits indicate annoyance.""\n}",0.85,"Chandler's question 'what the hell is that thing?' suggests confusion, while his prior complaints about others' habits indicate annoyance.",false,confusion|annoyance,confusion|annoyance,surprise,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0219,617,8,Phoebe,You gotta take care of yourselves!,"Phoebe: Yeah, uh-huh. Phoebe: Yeah, oh, ""Your mom probably won't kill herself,"" yknow? Phoebe: I'm sorry, but I'm not hanging all my hopes of Rachel and I living together on-on ""Probably!""",neutral,perturbation,text + context,qwen-vl-plus,perturbation:S0219:text_plus_context,"{\n  ""free_emotions"": [""concern"", ""advice""],\n  ""confidence"": 0.9,\n  ""reason"": ""Phoebe's statement 'You gotta take care of yourselves!' suggests she is expressing concern for others and offering advice.""\n}",0.9,Phoebe's statement 'You gotta take care of yourselves!' suggests she is expressing concern for others and offering advice.,false,concern|advice,concern|advice,fear,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0219,617,8,Phoebe,You gotta take care of yourselves!,"Phoebe: Yeah, uh-huh. Phoebe: Yeah, oh, ""Your mom probably won't kill herself,"" yknow? Phoebe: I'm sorry, but I'm not hanging all my hopes of Rachel and I living together on-on ""Probably!""",neutral,perturbation,text + context + image,qwen-vl-plus,perturbation:S0219:text_plus_context_plus_image,"{\n  ""free_emotions"": [""concern"", ""advice""],\n  ""confidence"": 0.85,\n  ""reason"": ""Phoebe's statement 'You gotta take care of yourselves!' suggests she is expressing concern and offering advice, likely in response to a situation involving her friends.""\n}",0.85,"Phoebe's statement 'You gotta take care of yourselves!' suggests she is expressing concern and offering advice, likely in response to a situation involving her friends.",false,concern|advice,concern|advice,fear,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0219,617,8,Phoebe,You gotta take care of yourselves!,"Phoebe: Yeah, uh-huh. Phoebe: Yeah, oh, ""Your mom probably won't kill herself,"" yknow? Phoebe: I'm sorry, but I'm not hanging all my hopes of Rachel and I living together on-on ""Probably!""",neutral,perturbation,text-only,qwen-vl-plus,perturbation:S0219:text_only,"{\n  ""free_emotions"": [""care"", ""concern""],\n  ""confidence"": 0.85,\n  ""reason"": ""Phoebe's statement 'You gotta take care of yourselves!' conveys a sense of care and concern for others.""\n}",0.85,Phoebe's statement 'You gotta take care of yourselves!' conveys a sense of care and concern for others.,false,care|concern,care|concern,fear,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0220,619,8,Janice,"Oh well thats what I thought about my first husband, now Im lucky if my kid gets to spend the weekend with her father and the twins and little Ms. New Boobs.","Rachel: Well then he gets a divorce, its Ross! Janice: Im telling you Rachel, listen to Janice. They all say theyre gonna be there until they start their real family. Rachel: Well IThats never gonna happen with Ross.",disgust,perturbation,text + context,qwen-vl-plus,perturbation:S0220:text_plus_context,"{\n  ""free_emotions"": [""frustration"", ""resignation""],\n  ""confidence"": 0.85,\n  ""reason"": ""Janice expresses a sense of disappointment and acceptance regarding her past relationship, indicating frustration with the situation and resignation about its outcome.""\n}",0.85,"Janice expresses a sense of disappointment and acceptance regarding her past relationship, indicating frustration with the situation and resignation about its outcome.",false,frustration|resignation,frustration|resignation,anger,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0220,619,8,Janice,"Oh well thats what I thought about my first husband, now Im lucky if my kid gets to spend the weekend with her father and the twins and little Ms. New Boobs.","Rachel: Well then he gets a divorce, its Ross! Janice: Im telling you Rachel, listen to Janice. They all say theyre gonna be there until they start their real family. Rachel: Well IThats never gonna happen with Ross.",disgust,perturbation,text + context + image,qwen-vl-plus,perturbation:S0220:text_plus_context_plus_image,"{\n  ""free_emotions"": [""disappointment"", ""resignation""],\n  ""confidence"": 0.85,\n  ""reason"": ""Janice expresses a sense of disappointment and resignation about her past relationship and current family situation, as indicated by her tone and the context of her conversation.""\n}",0.85,"Janice expresses a sense of disappointment and resignation about her past relationship and current family situation, as indicated by her tone and the context of her conversation.",false,disappointment|resignation,disappointment|resignation,sadness,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0220,619,8,Janice,"Oh well thats what I thought about my first husband, now Im lucky if my kid gets to spend the weekend with her father and the twins and little Ms. New Boobs.","Rachel: Well then he gets a divorce, its Ross! Janice: Im telling you Rachel, listen to Janice. They all say theyre gonna be there until they start their real family. Rachel: Well IThats never gonna happen with Ross.",disgust,perturbation,text-only,qwen-vl-plus,perturbation:S0220:text_only,"{\n  ""free_emotions"": [""disappointment"", ""frustration""],\n  ""confidence"": 0.85,\n  ""reason"": ""The speaker expresses a sense of resignation and dissatisfaction regarding their child's relationship with the father, indicating feelings of disappointment and frustration.""\n}",0.85,"The speaker expresses a sense of resignation and dissatisfaction regarding their child's relationship with the father, indicating feelings of disappointment and frustration.",false,disappointment|frustration,disappointment|frustration,sadness,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0221,623,18,Chandler,"So you might say, its a magic ring.","Ross: That ring? When my grandmother first came to this country, that ring and the clothes on her back were all she had with her. Chandler: So you might say, the ring is irreplaceable? Ross: Oh absolutely! It has been in my family for generations, and every bride who has worn it has had a long and happy life.",joy,perturbation,text + context,qwen-vl-plus,perturbation:S0221:text_plus_context,"{\n  ""free_emotions"": [""appreciation"", ""nostalgia""],\n  ""confidence"": 0.85,\n  ""reason"": ""Chandler's response reflects an understanding and acknowledgment of the ring's significance, aligning with appreciation for its value. The context of Ross's emotional attachment to the ring suggests a nostalgic tone.""\n}",0.85,"Chandler's response reflects an understanding and acknowledgment of the ring's significance, aligning with appreciation for its value. The context of Ross's emotional attachment to the ring suggests a nostalgic tone.",false,appreciation|nostalgia,appreciation|nostalgia,sadness,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0221,623,18,Chandler,"So you might say, its a magic ring.","Ross: That ring? When my grandmother first came to this country, that ring and the clothes on her back were all she had with her. Chandler: So you might say, the ring is irreplaceable? Ross: Oh absolutely! It has been in my family for generations, and every bride who has worn it has had a long and happy life.",joy,perturbation,text + context + image,qwen-vl-plus,perturbation:S0221:text_plus_context_plus_image,"{\n  ""free_emotions"": [""reflective"", ""thoughtful""],\n  ""confidence"": 0.85,\n  ""reason"": ""Chandler's expression and body language suggest he is contemplating the significance of the ring, aligning with reflective and thoughtful emotions.""\n}",0.85,"Chandler's expression and body language suggest he is contemplating the significance of the ring, aligning with reflective and thoughtful emotions.",false,reflective|thoughtful,reflective|thoughtful,neutral,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0221,623,18,Chandler,"So you might say, its a magic ring.","Ross: That ring? When my grandmother first came to this country, that ring and the clothes on her back were all she had with her. Chandler: So you might say, the ring is irreplaceable? Ross: Oh absolutely! It has been in my family for generations, and every bride who has worn it has had a long and happy life.",joy,perturbation,text-only,qwen-vl-plus,perturbation:S0221:text_only,"{\n  ""free_emotions"": [""curious"", ""playful""],\n  ""confidence"": 0.7,\n  ""reason"": ""The phrase 'magic ring' suggests a sense of curiosity and playfulness, indicating an imaginative or lighthearted tone.""\n}",0.7,"The phrase 'magic ring' suggests a sense of curiosity and playfulness, indicating an imaginative or lighthearted tone.",false,curious|playful,curious|playful,surprise,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0222,632,1,Rachel,"Well, I-I said yes.",Monica: Is he crazy?! You just had Ross’s baby!,fear,perturbation,text + context,qwen-vl-plus,perturbation:S0222:text_plus_context,"{\n  ""free_emotions"": [""hesitant"", ""apologetic""],\n  ""confidence"": 0.7,\n  ""reason"": ""Rachel's use of 'I-I' suggests hesitation, and her agreement to something implies an apologetic tone in response to Monica's strong reaction.""\n}",0.7,"Rachel's use of 'I-I' suggests hesitation, and her agreement to something implies an apologetic tone in response to Monica's strong reaction.",false,hesitant|apologetic,hesitant|apologetic,fear,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,true
S0222,632,1,Rachel,"Well, I-I said yes.",Monica: Is he crazy?! You just had Ross’s baby!,fear,perturbation,text-only,qwen-vl-plus,perturbation:S0222:text_only,"{\n  ""free_emotions"": [""hesitant"", ""uncertain""],\n  ""confidence"": 0.7,\n  ""reason"": ""The use of 'I-I' and the phrase 'I said yes' suggests hesitation and uncertainty in Rachel's statement.""\n}",0.7,The use of 'I-I' and the phrase 'I said yes' suggests hesitation and uncertainty in Rachel's statement.,false,hesitant|uncertain,hesitant|uncertain,fear,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,true
S0222,632,1,Rachel,"Well, I-I said yes.",Monica: Is he crazy?! You just had Ross’s baby!,fear,perturbation,text + context + image,qwen-vl-plus,perturbation:S0222:text_plus_context_plus_image,"{\n  ""free_emotions"": [""hesitant"", ""uncertain""],\n  ""confidence"": 0.85,\n  ""reason"": ""Rachel's hesitant tone and facial expression suggest uncertainty about her decision, likely influenced by the context of having just had Ross's baby.""\n}",0.85,"Rachel's hesitant tone and facial expression suggest uncertainty about her decision, likely influenced by the context of having just had Ross's baby.",false,hesitant|uncertain,hesitant|uncertain,fear,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,true
S0223,633,2,Phoebe,Oh my God Monica!,Phoebe: So-so you two were married huh? What happened? You just drift apart? Mrs. Geller: Here comes the bride.,surprise,perturbation,text + context + image,qwen-vl-plus,perturbation:S0223:text_plus_context_plus_image,"{\n  ""free_emotions"": [""surprise"", ""admiration""],\n  ""confidence"": 0.9,\n  ""reason"": ""Phoebe's exclamation 'Oh my God Monica!' indicates surprise, while the visual context of Monica walking down the aisle in a wedding dress suggests admiration for her appearance.""\n}",0.9,"Phoebe's exclamation 'Oh my God Monica!' indicates surprise, while the visual context of Monica walking down the aisle in a wedding dress suggests admiration for her appearance.",false,surprise|admiration,surprise|admiration,surprise,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,true
S0223,633,2,Phoebe,Oh my God Monica!,Phoebe: So-so you two were married huh? What happened? You just drift apart? Mrs. Geller: Here comes the bride.,surprise,perturbation,text + context,qwen-vl-plus,perturbation:S0223:text_plus_context,"{\n  ""free_emotions"": [""shock"", ""surprise""],\n  ""confidence"": 0.85,\n  ""reason"": ""Phoebe's exclamation 'Oh my God' and the context of learning about Monica's marriage suggest a strong emotional reaction of shock and surprise.""\n}",0.85,Phoebe's exclamation 'Oh my God' and the context of learning about Monica's marriage suggest a strong emotional reaction of shock and surprise.,false,shock|surprise,shock|surprise,surprise,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,true
S0223,633,2,Phoebe,Oh my God Monica!,Phoebe: So-so you two were married huh? What happened? You just drift apart? Mrs. Geller: Here comes the bride.,surprise,perturbation,text-only,qwen-vl-plus,perturbation:S0223:text_only,"{\n  ""free_emotions"": [""surprise"", ""excitement""],\n  ""confidence"": 0.85,\n  ""reason"": ""The exclamation 'Oh my God' and the use of Monica's name suggest a strong emotional reaction, likely surprise or excitement.""\n}",0.85,"The exclamation 'Oh my God' and the use of Monica's name suggest a strong emotional reaction, likely surprise or excitement.",false,surprise|excitement,surprise|excitement,surprise,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,true
S0224,64,1,Monica,Well then we still have a problem.,"Chandler: Sorry, I just dont like the idea of when I say ""I do,"" hes thinking, ""Yeah, Id do her too!""",neutral,perturbation,text + context + image,qwen-vl-plus,perturbation:S0224:text_plus_context_plus_image,"{\n  ""free_emotions"": [""concern"", ""frustration""],\n  ""confidence"": 0.85,\n  ""reason"": ""Monica's statement 'Well then we still have a problem' indicates concern about an unresolved issue, and her tone suggests frustration with the situation.""\n}",0.85,"Monica's statement 'Well then we still have a problem' indicates concern about an unresolved issue, and her tone suggests frustration with the situation.",false,concern|frustration,concern|frustration,fear,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0224,64,1,Monica,Well then we still have a problem.,"Chandler: Sorry, I just dont like the idea of when I say ""I do,"" hes thinking, ""Yeah, Id do her too!""",neutral,perturbation,text-only,qwen-vl-plus,perturbation:S0224:text_only,"{\n  ""free_emotions"": [""concern"", ""frustration""],\n  ""confidence"": 0.8,\n  ""reason"": ""The phrase 'we still have a problem' suggests concern about an unresolved issue, and the tone implies a degree of frustration.""\n}",0.8,"The phrase 'we still have a problem' suggests concern about an unresolved issue, and the tone implies a degree of frustration.",false,concern|frustration,concern|frustration,fear,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0224,64,1,Monica,Well then we still have a problem.,"Chandler: Sorry, I just dont like the idea of when I say ""I do,"" hes thinking, ""Yeah, Id do her too!""",neutral,perturbation,text + context,qwen-vl-plus,perturbation:S0224:text_plus_context,"{\n  ""free_emotions"": [""concern"", ""frustration""],\n  ""confidence"": 0.8,\n  ""reason"": ""Monica's statement 'Well then we still have a problem' suggests she is concerned about an unresolved issue, and her tone may indicate frustration with the situation.""\n}",0.8,"Monica's statement 'Well then we still have a problem' suggests she is concerned about an unresolved issue, and her tone may indicate frustration with the situation.",false,concern|frustration,concern|frustration,fear,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0225,644,1,Ross,"Well, Chandler and I are in a bar",Monica: What happened in Atlantic City?!,neutral,perturbation,text-only,qwen-vl-plus,perturbation:S0225:text_only,"{\n  ""free_emotions"": [""casual"", ""neutral""],\n  ""confidence"": 0.8,\n  ""reason"": ""The utterance is straightforward and lacks emotional intensity, suggesting a neutral or casual tone.""\n}",0.8,"The utterance is straightforward and lacks emotional intensity, suggesting a neutral or casual tone.",false,casual|neutral,casual|neutral,neutral,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,true
S0225,644,1,Ross,"Well, Chandler and I are in a bar",Monica: What happened in Atlantic City?!,neutral,perturbation,text + context,qwen-vl-plus,perturbation:S0225:text_plus_context,"{\n  ""free_emotions"": [""casual"", ""informative""],\n  ""confidence"": 0.8,\n  ""reason"": ""Ross's statement is straightforward and provides information about his current location, suggesting a casual tone.""\n  				\n}",0.8,"Ross's statement is straightforward and provides information about his current location, suggesting a casual tone.",false,casual|informative,casual|informative,neutral,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,true
S0225,644,1,Ross,"Well, Chandler and I are in a bar",Monica: What happened in Atlantic City?!,neutral,perturbation,text + context + image,qwen-vl-plus,perturbation:S0225:text_plus_context_plus_image,"{\n  ""free_emotions"": [""casual"", ""neutral""],\n  ""confidence"": 0.85,\n  ""reason"": ""Ross's statement appears relaxed and informal, matching the casual tone of being in a bar. The context suggests no strong emotion is present.""\n}",0.85,"Ross's statement appears relaxed and informal, matching the casual tone of being in a bar. The context suggests no strong emotion is present.",false,casual|neutral,casual|neutral,neutral,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,true
S0226,652,15,Chandler,You think?,"Ross: He could never get a woman like that in a million years. Phoebe: Oh, oh, but y'know, you always see these really beautiful women with these really nothing guys, you could be one of those guys. Monica: You could do that!",surprise,perturbation,text-only,qwen-vl-plus,perturbation:S0226:text_only,"{\n  ""free_emotions"": [""curiosity"", ""doubt""],\n  ""confidence"": 0.7,\n  ""reason"": ""The phrase 'You think?' suggests a questioning tone, indicating curiosity or doubt about the other person's opinion.""\n}",0.7,"The phrase 'You think?' suggests a questioning tone, indicating curiosity or doubt about the other person's opinion.",false,curiosity|doubt,curiosity|doubt,surprise,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,true
S0226,652,15,Chandler,You think?,"Ross: He could never get a woman like that in a million years. Phoebe: Oh, oh, but y'know, you always see these really beautiful women with these really nothing guys, you could be one of those guys. Monica: You could do that!",surprise,perturbation,text + context,qwen-vl-plus,perturbation:S0226:text_plus_context,"{\n  ""free_emotions"": [""skepticism"", ""curiosity""],\n  ""confidence"": 0.85,\n  ""reason"": ""Chandler's response 'You think?' suggests he is questioning or doubting Ross's statement, indicating skepticism and curiosity about the claim.""\n}",0.85,"Chandler's response 'You think?' suggests he is questioning or doubting Ross's statement, indicating skepticism and curiosity about the claim.",false,skepticism|curiosity,skepticism|curiosity,surprise,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,true
S0226,652,15,Chandler,You think?,"Ross: He could never get a woman like that in a million years. Phoebe: Oh, oh, but y'know, you always see these really beautiful women with these really nothing guys, you could be one of those guys. Monica: You could do that!",surprise,perturbation,text + context + image,qwen-vl-plus,perturbation:S0226:text_plus_context_plus_image,"{\n  ""free_emotions"": [""skepticism"", ""curiosity""],\n  ""confidence"": 0.85,\n  ""reason"": ""Chandler's tone and facial expression suggest he is questioning or doubting what was said, indicating skepticism, while also showing interest in the topic.""\n}",0.85,"Chandler's tone and facial expression suggest he is questioning or doubting what was said, indicating skepticism, while also showing interest in the topic.",false,skepticism|curiosity,skepticism|curiosity,surprise,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,true
S0227,655,0,Ross,Wow!,,surprise,perturbation,text + context,qwen-vl-plus,perturbation:S0227:text_plus_context,"{\n  ""free_emotions"": [""surprise"", ""amazement""],\n  ""confidence"": 0.8,\n  ""reason"": ""The exclamation 'Wow!' typically expresses surprise or amazement, especially without additional context to suggest a different emotion.""\n}",0.8,"The exclamation 'Wow!' typically expresses surprise or amazement, especially without additional context to suggest a different emotion.",false,surprise|amazement,surprise|amazement,surprise,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,true
S0227,655,0,Ross,Wow!,,surprise,perturbation,text-only,qwen-vl-plus,perturbation:S0227:text_only,"{\n  ""free_emotions"": [""surprise"", ""excitement""],\n  ""confidence"": 0.8,\n  ""reason"": ""The exclamation 'Wow!' typically indicates a strong emotional reaction, suggesting surprise and excitement.""\n}",0.8,"The exclamation 'Wow!' typically indicates a strong emotional reaction, suggesting surprise and excitement.",false,surprise|excitement,surprise|excitement,surprise,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,true
S0227,655,0,Ross,Wow!,,surprise,perturbation,text + context + image,qwen-vl-plus,perturbation:S0227:text_plus_context_plus_image,"{\n  ""free_emotions"": [""surprise"", ""awe""],\n  ""confidence"": 0.85,\n  ""reason"": ""The exclamation 'Wow!' suggests a strong emotional reaction, likely surprise or awe, possibly triggered by the nighttime scene of the illuminated building.""\n}",0.85,"The exclamation 'Wow!' suggests a strong emotional reaction, likely surprise or awe, possibly triggered by the nighttime scene of the illuminated building.",false,surprise|awe,surprise|awe,surprise,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,true
S0228,659,3,Susan,I thought they could...I'll try to get back as soon as I can. I'm sorry.,"Ross: So, um, what do you do for a living? Kristin: Well, um, for the past few years I've been working.....which is funny because, that wasn't even my major. Carol: Oh no. I thought you said they could shoot the spot without you.",sadness,perturbation,text + context + image,qwen-vl-plus,perturbation:S0228:text_plus_context_plus_image,"{\n  ""free_emotions"": [""apologetic"", ""resigned""],\n  ""confidence"": 0.85,\n  ""reason"": ""Susan's utterance 'I'm sorry' indicates an apologetic tone, while 'I'll try to get back as soon as I can' suggests a resigned acceptance of the situation.""\n}",0.85,"Susan's utterance 'I'm sorry' indicates an apologetic tone, while 'I'll try to get back as soon as I can' suggests a resigned acceptance of the situation.",false,apologetic|resigned,apologetic|resigned,sadness,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,true
S0228,659,3,Susan,I thought they could...I'll try to get back as soon as I can. I'm sorry.,"Ross: So, um, what do you do for a living? Kristin: Well, um, for the past few years I've been working.....which is funny because, that wasn't even my major. Carol: Oh no. I thought you said they could shoot the spot without you.",sadness,perturbation,text-only,qwen-vl-plus,perturbation:S0228:text_only,"{\n  ""free_emotions"": [""apologetic"", ""hesitant""],\n  ""confidence"": 0.8,\n  ""reason"": ""The speaker expresses regret with 'I'm sorry' and uncertainty with 'I thought they could...I'll try to get back as soon as I can,' indicating a mix of apology and hesitation.""\n}",0.8,"The speaker expresses regret with 'I'm sorry' and uncertainty with 'I thought they could...I'll try to get back as soon as I can,' indicating a mix of apology and hesitation.",false,apologetic|hesitant,apologetic|hesitant,sadness,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,true
S0228,659,3,Susan,I thought they could...I'll try to get back as soon as I can. I'm sorry.,"Ross: So, um, what do you do for a living? Kristin: Well, um, for the past few years I've been working.....which is funny because, that wasn't even my major. Carol: Oh no. I thought you said they could shoot the spot without you.",sadness,perturbation,text + context,qwen-vl-plus,perturbation:S0228:text_plus_context,"{\n  ""free_emotions"": [""apologetic"", ""resigned""],\n  ""confidence"": 0.85,\n  ""reason"": ""Susan's utterance includes an apology ('I'm sorry') and a sense of resignation or acceptance ('I'll try to get back as soon as I can'), indicating she is taking responsibility for something and accepting the situation.""\n}",0.85,"Susan's utterance includes an apology ('I'm sorry') and a sense of resignation or acceptance ('I'll try to get back as soon as I can'), indicating she is taking responsibility for something and accepting the situation.",false,apologetic|resigned,apologetic|resigned,sadness,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,true
S0229,659,6,Ross,"Cause she's, she's alone now, and pregnant, and, and sad.","Susan: I thought they could...I'll try to get back as soon as I can. I'm sorry. Ross: Now that is funny. Ross: Hey, do you think...would it be too weird if I invited Carol over to join us?",sadness,perturbation,text-only,qwen-vl-plus,perturbation:S0229:text_only,"{\n  ""free_emotions"": [""alone"", ""sad"", ""pregnant""],\n  ""confidence"": 0.9,\n  ""reason"": ""The speaker explicitly mentions being alone, feeling sad, and being pregnant, which directly reflect these emotions.""\n}",0.9,"The speaker explicitly mentions being alone, feeling sad, and being pregnant, which directly reflect these emotions.",false,alone|sad|pregnant,alone|sad|pregnant,sadness,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,true
